target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
0,2,18,CCC(C)(CCNCN[Cu])COC(=O)[Au],False,novel,ok,True
0,2,18,COCCNC(C)(=O)NC(C)(CNC(=O)[Au])O[Cu],False,novel,"Explicit valence for atom # 5 C, 5, is greater than permitted",True
0,2,18,CCN(CC)CC(CO[Cu])NC(=O)[Au],False,In the original data set,ok,True
0,2,18,C=CC(C)(CNCC(C)OC(=O)[Au])O[Cu],False,novel,ok,True
0,2,18,C=CCN(CCCNC(=O)[Au])CCO[Cu],False,novel,ok,True
0,2,18,CC#C(C)(OC(C)NC(=O)[Au])C(C)(C)CO[Cu],False,novel,"Explicit valence for atom # 2 C, 6, is greater than permitted",True
0,2,18,CC(C)(O[Cu])C(=O)OCC(C)OC(=O)[Au],False,novel,ok,True
0,2,18,C#CCCNC(=O)C(CNC(=O)[Au])N[Cu],False,novel,ok,True
0,2,18,O=C(CCCN[Cu])NC(=O)COC(=O)[Au],False,novel,ok,True
0,2,18,CCO[Cu],False,novel,More than two ends,False
0,2,18,CCCCC(C)N(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
0,2,18,CN(CCNC(=O)CCCN[Cu])NC(=O)[Au],False,novel,ok,True
0,2,18,CCC(C)(CCNCC(CO[Cu])OC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCC(C)(CCNCC(CO[Cu])OC(=O)[Au]',True
0,2,18,CN(CC(C)(C)N[Cu])C(CCNC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CN(CC(C)(C)N[Cu])C(CCNC(=O)[Au]',True
0,2,18,CNCC(C)(OC(=O)[Au])C(=O)NCC(C)N[Cu],False,novel,ok,True
0,2,18,C=C(C)C(=O)NC(CC)(CO[Cu])COC(=O)[Au],False,In the original data set,ok,True
0,2,18,CCCCCN(CCO[Cu])CC(C)(C)OC(=O)[Au],False,novel,ok,True
0,2,18,CCCCN(CCO[Cu])CC(C)(C)OC(=O)[Au],False,novel,ok,True
0,2,18,N#CCCCC(CNCC(CF)N[Cu])OC(=O)[Au],False,novel,ok,True
0,2,18,CC(CCNC(C)C(C)CN[Cu])OC(=O)[Au],False,novel,ok,True
0,2,18,C=CC(OC(=O)[Au])C(=O)N(C)CN[Cu],False,novel,ok,True
0,2,18,CC(C)C(N[Cu])C(OC(=O)[Au])C(C)(C)C,False,novel,ok,True
