target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
1,5,14,CN(CCCCCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,5,14,COCCN(CCCOC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,5,14,NOCCNC(=O)C(COC(=O)[Au])N[Cu],False,novel,ok,True
1,5,14,N#CCN(CCOCCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,5,14,O=C([Au])OCCN(CCCCF)CCCO[Cu],False,In the original data set,ok,True
1,5,14,O=C(CCCCOC(=O)[Au])OCCCO[Cu],False,novel,ok,True
1,5,14,O=C([Au])OCCCCNCCCCO[Cu],False,In the original data set,ok,True
1,5,14,NOCCNC(=O)NCC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,5,14,COCC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,5,14,COCCC(CN(C)CCOC(=O)[Au])N[Cu],False,novel,ok,True
1,5,14,COCCC(CN(C)CCCO[Cu])NC(=O)[Au],False,novel,ok,True
1,5,14,C=CCN(CCOC(=O)[Au])CCO[Cu],False,novel,ok,True
1,5,14,CSCCN(C)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,5,14,CCC(CN(CCOC(=O)[Au])C(=O)O)O[Cu],False,novel,ok,True
1,5,14,CCOCC(CNCC=CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,5,14,C=CC(COC(=O)[Au])NCC(COC)O[Cu],False,In the original data set,ok,True
1,5,14,O=C([Au])OCCN(CCF)CCO[Cu],False,In the original data set,ok,True
1,5,14,O=C(CCO[Cu])NCCNCCCOC(=O)[Au],False,novel,ok,True
1,5,14,CN(CC#N)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,5,14,CN(CCCN[Cu])CC(C)NC(=O)[Au],False,novel,ok,True
1,5,14,COCC(CO[Cu])OC(=O)[Au],True,In the original data set,ok,True
1,5,14,O=C(CO)CN[Cu],False,novel,More than two ends,False
1,5,14,COCCCN(CCOC(=O)[Au])CCO[Cu],False,novel,ok,True
1,5,14,N#CCCN(CCCOC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,5,14,COCC(C)CN(C)CC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,5,14,N#CCCN(CCCCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,5,14,CCN(CC)CC(CO[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'CCN(CC)CC(CO[Cu]',False
1,5,14,CCC(CN(CCO[Cu])CCOC(=O)[Au])OC,False,In the original data set,ok,True
1,5,14,CCOCCN(CCNC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,5,14,CCCN(CCCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,5,14,COCCC(=O)NNCCC(CO[Cu])COC(=O)[Au],False,novel,ok,True
1,5,14,COCCCN(C)CC(O[Cu])OC(=O)[Au],False,novel,ok,True
1,5,14,C#CCOCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,5,14,COCC(NC(=O)[Au])C(=O)NCCCCO[Cu],False,novel,ok,True
1,5,14,CC(CN(C)CCOCCOC(=O)[Au])O[Cu],False,novel,ok,True
1,5,14,C=CC(CO[Cu])NC(COCCOC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'C=CC(CO[Cu])NC(COCCOC(=O)[Au]',True
1,5,14,O=C([Au])OCCSCCO[Cu],False,In the original data set,ok,True
1,5,14,O=C([Au])OCCN(CCF)CCO[Cu],True,In the original data set,ok,True
1,5,14,CSCC(CNCCCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,5,14,CCOCCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,5,14,CCN(CCO[Cu])CC(COC(=O)[Au])OC,False,novel,ok,True
1,5,14,CCSCCNC(CO[Cu])COC(=O)[Au],False,In the original data set,ok,True
1,5,14,CN(CCCO[Cu])C(=O)COCCNC(=O)[Au],False,In the original data set,ok,True
1,5,14,C=CCOCC(CNCCCOC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,5,14,CC(CN(C)CCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,5,14,COCC(C)(CNC(CO[Cu])COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'COCC(C)(CNC(CO[Cu])COC(=O)[Au]',True
1,5,14,O=C([Au])NCCSCC(=O)NCCN[Cu],False,novel,ok,True
1,5,14,C#CCN(CC#C)CC(COC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,5,14,O=C(CN[Cu])CCCCCCFCNC(=O)[Au],False,novel,"Explicit valence for atom # 11 F, 2, is greater than permitted",True
1,5,14,O=C([Au])OCCNCCCO[Cu],False,In the original data set,ok,True
1,5,14,O=C([Au])OCCCCCCCO[Cu],False,In the original data set,ok,True
1,5,14,CCOC(=O)CNCC(CN[Cu])OC(=O)[Au],False,novel,ok,True
1,5,14,CC(CNCCCOC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,5,14,O=C([Au])OCCOCCOCCCO[Cu],False,novel,ok,True
1,5,14,N#CCCCCNCC(COC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,5,14,O=C([Au])OCCOCCN[Cu],False,In the original data set,ok,True
1,5,14,COCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,5,14,N#CCCCCN(CCCOC(=O)[Au])CO[Cu],False,novel,ok,True
1,5,14,O=C([Au])OCCCCCO[Cu])NCCCCF,False,novel,"SMILES Parse Error: extra close parentheses while parsing: O=C([Au])OCCCCCO[Cu])NCCCCF
[17:19:19] SMILES Parse Error: Failed parsing SMILES 'O=C([Au])OCCCCCO[Cu])NCCCCF' for input: 'O=C([Au])OCCCCCO[Cu])NCCCCF'",True
1,5,14,CSCCN(C)C(CO[Cu])C(COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CSCCN(C)C(CO[Cu])C(COC(=O)[Au]',True
1,5,14,C=CCN(C)CC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,5,14,CCOCCN(CCNC(=O)[Au])CO[Cu],False,novel,ok,True
1,5,14,O=C([Au])OCCCCOCCCCCCO[Cu],False,novel,ok,True
1,5,14,CN(CCCO[Cu])CCCOC(=O)[Au],False,In the original data set,ok,True
1,5,14,O=C([Au])OCCOCCOCCO[Cu],False,In the original data set,ok,True
1,5,14,CN(CCCCCCOC(=O)[Au])CCCO[Cu],False,In the original data set,ok,True
1,5,14,CCSCCNC(CN[Cu])CNC(=O)[Au],False,In the original data set,ok,True
1,5,14,CC(CCCN(C)CCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,5,14,C=CC(CO[Cu])NCCCOC(=O)[Au],False,In the original data set,ok,True
