target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
1,2,37,O=C([Au])OCC((=O)NCCCO[Cu],False,novel,"SMILES Parse Error: syntax error while parsing: O=C([Au])OCC((=O)NCCCO[Cu]
[17:06:35] SMILES Parse Error: Failed parsing SMILES 'O=C([Au])OCC((=O)NCCCO[Cu]' for input: 'O=C([Au])OCC((=O)NCCCO[Cu]'",True
1,2,37,CC(CNCCCOCCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,37,CC(CCSCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,O=C([Au])OCCN(CCCCCO[Cu])CC(F),False,novel,ok,True
1,2,37,O=C([Au])OCCCCCNCCCCCO[Cu],False,novel,ok,True
1,2,37,CN(CCF)CCNCC(=O)[Au])CCO[Cu],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CN(CCF)CCNCC(=O)[Au])CCO[Cu]
[17:06:35] SMILES Parse Error: Failed parsing SMILES 'CN(CCF)CCNCC(=O)[Au])CCO[Cu]' for input: 'CN(CCF)CCNCC(=O)[Au])CCO[Cu]'",True
1,2,37,O=C([Au])OCCN(CCF)CCOCCO[Cu],False,In the original data set,ok,True
1,2,37,O=C([Au])OCCCS(=O)CCOCCO[Cu],False,novel,ok,True
1,2,37,CC(C)C(CN(C)CCCNC(=O)[Au])O[Cu],False,novel,ok,True
1,2,37,O=C([Au])NCCC(CN[Cu])NCCCCF,False,novel,ok,True
1,2,37,O=C([Au])OCCN(CCF)CCO[Cu],False,In the original data set,ok,True
1,2,37,O=C([Au])NCCCCNCCCCN[Cu],False,In the original data set,ok,True
1,2,37,CON(CCOCCOC(=O)[Au])CCO[Cu],False,novel,ok,True
1,2,37,O=C([Au])OCC(=O)C(COCCF)O[Cu],False,novel,ok,True
1,2,37,CC(CN(C)CCOCCN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,CC(C)COCCNCC(CN)O[Cu])OC(=O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CC(C)COCCNCC(CN)O[Cu])OC(=O)[Au]
[17:06:35] SMILES Parse Error: Failed parsing SMILES 'CC(C)COCCNCC(CN)O[Cu])OC(=O)[Au]' for input: 'CC(C)COCCNCC(CN)O[Cu])OC(=O)[Au]'",True
1,2,37,CS(=O)CCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,2,37,O=C([Au])OCCSCCSCCO[Cu],False,In the original data set,ok,True
1,2,37,CN(CCCO[Cu])CC(C)COC(=O)[Au],False,novel,ok,True
1,2,37,CC(C#N)N(C)CC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,37,C=CCOCCNCC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,2,37,CC(CNCCCOCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,37,CSCC(CO[Cu])OCC(COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CSCC(CO[Cu])OCC(COC(=O)[Au]',True
1,2,37,O=C([Au])NCCCNCCO[Cu],False,In the original data set,ok,True
1,2,37,CC(C)N(CCCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,2,37,CNCC(CO[Cu])=O)NCCCNC(=O)[Au],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CNCC(CO[Cu])=O)NCCCNC(=O)[Au]
[17:06:35] SMILES Parse Error: Failed parsing SMILES 'CNCC(CO[Cu])=O)NCCCNC(=O)[Au]' for input: 'CNCC(CO[Cu])=O)NCCCNC(=O)[Au]'",True
1,2,37,CCCN(CCCOC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,2,37,CCC(CN(C)CCOCCN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,C=CC(CO[Cu])NCCCCOC(=O)[Au],False,In the original data set,ok,True
1,2,37,CCC=CCC(=O)NC(CO[Cu])COC(=O)[Au],False,novel,ok,True
1,2,37,CC(CNCCOCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,37,CCC(CNCC=CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,CN(C)CCNCC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,O=C(COCCOC(=O)[Au])NCCCO[Cu],False,novel,ok,True
1,2,37,O=C([Au])OCCNCCSCCO[Cu],False,novel,ok,True
1,2,37,O=C(CO[Cu])NCCCCCOC(=O)[Au],False,In the original data set,ok,True
1,2,37,CN(CCNC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,2,37,CC(CN(CCC#N)CO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,37,CCOCCC(CNC(C)CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,C=CCOCC(CN(CCO[Cu])CCOC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'C=CCOCC(CN(CCO[Cu])CCOC(=O)[Au]',True
1,2,37,CCN(CCNC(=O)[Au])CCOCCO[Cu],False,novel,ok,True
1,2,37,CN(CCO[Cu])CCOCCNC(=O)[Au],False,In the original data set,ok,True
1,2,37,CCC(N[Cu])CN(C)CCCOC(=O)[Au],False,novel,ok,True
1,2,37,CCOC(=O)N(CCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,2,37,COCC(CNCCOC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,2,37,O=C([Au])OCCSCCOCCCO[Cu],False,novel,ok,True
1,2,37,O=C([Au])OCCCSCCO[Cu],False,In the original data set,ok,True
1,2,37,C=CCCC(CN(C)CCCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,C=CCNCC(COC(=O)[Au])CO[Cu],False,novel,ok,True
1,2,37,COCC(CN(C)CCOC(=O)[Au])O[Cu],False,novel,ok,True
1,2,37,N#CCOCC(CNCCOC(=O)[Au])O[Cu],False,novel,ok,True
1,2,37,O=C([Au])OCCOCCOCCO[Cu],False,In the original data set,ok,True
1,2,37,C=CC(CNCCOCCCOC(=O)[Au])O[Cu],False,novel,ok,True
1,2,37,CCOCCN(C)CC(CN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,2,37,CC(=O)CNC(=O)C(CCNC(=O)[Au])N[Cu],False,novel,ok,True
