target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
1,2,28,C=CCCC(=O)NCC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,28,CON(CCO[Cu])CCOCC(=O)[Au],False,novel,ok,True
1,2,28,CC(C)COCCNC(CN[Cu])OC(=O)[Au],False,novel,ok,True
1,2,28,CC(C)N(CCO[Cu])CCNC(=O)[Au],False,novel,ok,True
1,2,28,CCC(=O)CN(CCN[Cu])CCCOC(=O)[Au],False,novel,ok,True
1,2,28,COCCC(=O)NCC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,2,28,O=C(CCO[Cu])NCCOCCOC(=O)[Au],False,novel,ok,True
1,2,28,O=C([Au])OCCNCCCCO[Cu],False,novel,ok,True
1,2,28,CN(CCCCCCO[Cu])CCNC(=O)[Au],False,In the original data set,ok,True
1,2,28,COC(CN(C)CCCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,28,O=C([Au])OCCCSCCO[Cu],False,In the original data set,ok,True
1,2,28,COCCOCC(CNCCOC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,2,28,O=C([Au])NCCNCCNCCCN[Cu],False,In the original data set,ok,True
1,2,28,C=CC(CO[Cu])NCCCCOC(=O)[Au],False,In the original data set,ok,True
1,2,28,O=C([Au])NCCN(CCF)CCO[Cu],False,In the original data set,ok,True
1,2,28,C=CC=CCN(CCO[Cu])CCOC(=O)[Au],False,novel,ok,True
1,2,28,CC(CO[Cu])N(C)CCOCCOC(=O)[Au],False,In the original data set,ok,True
1,2,28,O=C([Au])OCCCCCCO[Cu],False,In the original data set,ok,True
1,2,28,CCN(CCOCCO[Cu])C(=O)OC(=O)[Au],False,novel,ok,True
1,2,28,C=CC(COC(=O)[Au])NCCOCCO[Cu],False,In the original data set,ok,True
1,2,28,O=C(CCCCO[Cu])NCC(CF)NC(=O)[Au],False,novel,ok,True
1,2,28,CCN(CCN(C)CCO[Cu])CCNC(=O)[Au],False,novel,ok,True
1,2,28,O=C([Au])NCC(=O)NCCClCCCO[Cu],False,novel,"Explicit valence for atom # 10 Cl, 2, is greater than permitted",True
1,2,28,CCN(C)CCNCC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,28,CSCCN(CCO[Cu])CC(C)OC(=O)[Au],False,In the original data set,ok,True
1,2,28,COCCCCN(C)CC(CNC(=O)[Au])O[Cu],False,novel,ok,True
1,2,28,CC(CCOC(C)CCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,2,28,CN(CSCCOC(=O)[Au])CCO[Cu],False,novel,ok,True
1,2,28,O=C([Au])NCCSCCSCCN[Cu],False,In the original data set,ok,True
1,2,28,C=C(CO[Cu])COC(=O)[Au],False,In the original data set,ok,True
1,2,28,CCN(C)CCNCC(CO[Cu])OC(=O)[Au],True,novel,ok,True
1,2,28,C=CCOCC(CNCC(COC(=O)[Au])O[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'C=CCOCC(CNCC(COC(=O)[Au])O[Cu]',True
1,2,28,C=CC(CNCCC(=O)CCO[Cu])NC(=O)[Au],False,novel,ok,True
1,2,28,CC(C)OCCN(CCN[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
