target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
1,4,3,CN(CCCCNC(=O)[Au])CCO[Cu],False,novel,ok,True
1,4,3,CCN(CCO[Cu])CC(C)OC(=O)[Au],False,In the original data set,ok,True
1,4,3,COCCN(CCO[Cu])CCOCCOC(=O)[Au],False,novel,ok,True
1,4,3,COCC#CCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,3,CN(CCCCCCO[Cu])CCNC(=O)[Au],False,In the original data set,ok,True
1,4,3,CCN(CCN[Cu])C(=O)COCCNC(=O)[Au],False,novel,ok,True
1,4,3,O=C([Au])OCCCCO[Cu],False,In the original data set,ok,True
1,4,3,CC(NCCOCCCO[Cu])C(C)OC(=O)[Au],False,In the original data set,ok,True
1,4,3,O=C([Au])OCCCNCCCO[Cu],False,In the original data set,ok,True
1,4,3,C=CCCN(CCN[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,3,C=C(CO[Cu])CNCCCCOC(=O)[Au],False,novel,ok,True
1,4,3,CN(CCCCCOC(=O)[Au])CCCCO[Cu],False,novel,ok,True
1,4,3,N#CCN(CCCOCCOC(=O)[Au])C(C)O[Cu],False,novel,ok,True
1,4,3,C=CC(CNCCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,3,O=C(CCN[Cu])NCCOC(=O)[Au],False,In the original data set,ok,True
1,4,3,CCN(CCN[Cu])CCOCCNC(=O)[Au],False,In the original data set,ok,True
1,4,3,C=CC(CN(C)CCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,3,CC(C)OC(CNC(CO[Cu])CCOC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'CC(C)OC(CNC(CO[Cu])CCOC(=O)[Au]',True
1,4,3,O=C([Au])OCCSCCO[Cu],False,In the original data set,ok,True
1,4,3,CCN(C)CCN(CCN[Cu])C(=O)[Au],False,novel,ok,True
1,4,3,CCNCCN(C)CC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,3,CC(C)OCCNCC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,3,COCCCN(CCNC(=O)[Au])CCO[Cu],False,In the original data set,ok,True
1,4,3,CN(CCCOC(=O)[Au])COCCO[Cu],False,novel,ok,True
1,4,3,O=C([Au])OCCOCCNCCCCO[Cu],False,novel,ok,True
1,4,3,CCOCC(CNC(=O)C(C)NC(=O)[Au])O[Cu],False,novel,ok,True
1,4,3,CC(COC(C)COC(C)OC(=O)[Au])O[Cu],False,novel,ok,True
1,4,3,CC(CN(C)CCOCCN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,3,COCCCN(C)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,4,3,COCCCC(=O)NCC(CNC(=O)[Au])O[Cu],False,novel,ok,True
1,4,3,O=C([Au])OCCCCCCOCCCCOCCO[Cu],False,novel,ok,True
1,4,3,N#CCCN(CCCOC(=O)[Au])CO[Cu],False,novel,ok,True
1,4,3,C=CCN(CCCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,4,3,N#CCCCCCNC(COC(=O)[Au])CO[Cu],False,novel,ok,True
1,4,3,CCC(CNCC=CCOCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,4,3,CCN(CCCO[Cu])CCOCCNC(=O)[Au],False,In the original data set,ok,True
1,4,3,CSCCNCC(COC(=O)[Au])O[Cu],False,In the original data set,ok,True
