target_conductivity,repeat,generation_idx,mol_smiles,duplicate,diversity,validity,has_two_ends
1,3,16,CSCCN(CN[Cu])CCOC(=O)[Au],False,novel,ok,True
1,3,16,O=C(COCCOC(=O)[Au])NCCOCCO[Cu],False,novel,ok,True
1,3,16,CNCCCN(CCN)CC(CO[Cu])OC(=O)[Au],False,novel,ok,True
1,3,16,C=CCN(CCCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,3,16,CC(CCSCOCCO[Cu])OC(=O)[Au],False,novel,ok,True
1,3,16,C#CCCNCC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,3,16,CC(CCO[Cu])SCCCCOC(=O)[Au],False,In the original data set,ok,True
1,3,16,CC(CO[Cu])OC(C)COC(=O)[Au],False,In the original data set,ok,True
1,3,16,O=C(CCCCCOC(=O)[Au])NOCCO[Cu],False,In the original data set,ok,True
1,3,16,C=CCO[Cu],False,novel,More than two ends,False
1,3,16,O=C([Au])OCCCCCNCCCCCO[Cu],False,novel,ok,True
1,3,16,C=CC(CO[Cu])NCC(C)COC(=O)[Au],False,In the original data set,ok,True
1,3,16,CCC(CNCC=CCO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,3,16,NOCCCNCC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,3,16,C=CCCC(CN(CCNC(=O)[Au])O[Cu],False,novel,SMILES Parse Error: extra open parentheses for input: 'C=CCCC(CN(CCNC(=O)[Au])O[Cu]',True
1,3,16,O=C([Au])NCC(=O)OCCCCO[Cu],False,novel,ok,True
1,3,16,O=C([Au])NCCNCCNC(=O)COCCN[Cu],False,novel,ok,True
1,3,16,CCN(CCO[Cu])CC(COC)OC(=O)[Au],False,In the original data set,ok,True
1,3,16,CC(CO[Cu])OCC(C)OC(=O)[Au],False,In the original data set,ok,True
1,3,16,CCCC(=O)NCC(COC(=O)[Au])O[Cu],False,novel,ok,True
1,3,16,C=CCOCC(CNC(CO[Cu])COC(=O)[Au],False,novel,SMILES Parse Error: extra open parentheses for input: 'C=CCOCC(CNC(CO[Cu])COC(=O)[Au]',True
1,3,16,O=C([Au])OCCSCCN[Cu],False,In the original data set,ok,True
1,3,16,CC(CN(C)CCOCCN[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,3,16,CC(C)COCCNC(CNC(=O)[Au])CCO[Cu],False,novel,ok,True
1,3,16,N#CCCCCN(CCO[Cu])CCOC(=O)[Au],False,In the original data set,ok,True
1,3,16,CC(CNCCOCC=C)[Au])OCCO[Cu],False,novel,"SMILES Parse Error: extra close parentheses while parsing: CC(CNCCOCC=C)[Au])OCCO[Cu]
[17:09:39] SMILES Parse Error: Failed parsing SMILES 'CC(CNCCOCC=C)[Au])OCCO[Cu]' for input: 'CC(CNCCOCC=C)[Au])OCCO[Cu]'",True
1,3,16,COCCN(C)CC(CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,3,16,CCN(CCN(C)CCOC(=O)[Au])CCO[Cu],False,novel,ok,True
1,3,16,CCOCCC(CNC(C)CO[Cu])OC(=O)[Au],False,In the original data set,ok,True
1,3,16,COCCC(=O)NCC(CNC(=O)[Au])O[Cu],False,In the original data set,ok,True
1,3,16,O=C([Au])NCCNNCCOCCNCCN[Cu],False,novel,ok,True
1,3,16,CCN(CCO[Cu])CCOCCOC(=O)[Au],False,novel,ok,True
